id	type	modified	language	license	datasetID	institutionCode	ownerInstitutionCode	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	waterBody	country	countryCode	stateProvince	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferenceProtocol
Station_45_Date_08JAN1985:14:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_08JAN1985:14:30:00.000	Bag Seine	0.03	hectares	60 seconds	1985-01-08 14:30:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.1	28.177778	-97.063889	WGS84	100	Handheld GPS
Station_45_Date_10AUG1992:10:09:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_10AUG1992:10:09:00.000	Bag Seine	0.03	hectares	120 seconds	1992-08-10 10:09:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.177778	-97.063889	WGS84	100	Handheld GPS
Station_45_Date_21AUG2006:10:15:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_21AUG2006:10:15:00.000	Bag Seine	0.03	hectares	120 seconds	2006-08-21 10:15:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.177778	-97.065556	WGS84	100	Handheld GPS
Station_45_Date_05FEB2004:13:05:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_05FEB2004:13:05:00.000	Bag Seine	0.03	hectares	120 seconds	2004-02-05 13:05:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.177778	-97.065833	WGS84	100	Handheld GPS
Station_45_Date_03MAY2002:10:04:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_03MAY2002:10:04:00.000	Bag Seine	0.03	hectares	120 seconds	2002-05-03 10:04:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.178056	-97.064444	WGS84	100	Handheld GPS
Station_45_Date_19MAY1999:18:21:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_19MAY1999:18:21:00.000	Bag Seine	0.03	hectares	120 seconds	1999-05-19 18:21:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.6	28.178333	-97.064722	WGS84	100	Handheld GPS
Station_45_Date_22MAY1995:18:21:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_22MAY1995:18:21:00.000	Bag Seine	0.03	hectares	120 seconds	1995-05-22 18:21:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.179167	-97.061111	WGS84	100	Handheld GPS
Station_45_Date_20FEB1992:09:20:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_20FEB1992:09:20:00.000	Bag Seine	0.03	hectares	120 seconds	1992-02-20 09:20:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.179167	-97.0625	WGS84	100	Handheld GPS
Station_45_Date_22FEB1993:10:21:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_22FEB1993:10:21:00.000	Bag Seine	0.03	hectares	120 seconds	1993-02-22 10:21:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.179167	-97.0625	WGS84	100	Handheld GPS
Station_45_Date_24MAY2001:08:24:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_24MAY2001:08:24:00.000	Bag Seine	0.03	hectares	120 seconds	2001-05-24 08:24:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.179722	-97.06	WGS84	100	Handheld GPS
Station_45_Date_28APR2008:16:42:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_28APR2008:16:42:00.000	Bag Seine	0.03	hectares	120 seconds	2008-04-28 16:42:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.18	-97.060278	WGS84	100	Handheld GPS
Station_45_Date_19FEB2008:13:11:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_19FEB2008:13:11:00.000	Bag Seine	0.03	hectares	120 seconds	2008-02-19 13:11:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.3	28.180278	-97.0575	WGS84	100	Handheld GPS
Station_45_Date_13JUN1996:10:42:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_13JUN1996:10:42:00.000	Bag Seine	0.03	hectares	120 seconds	1996-06-13 10:42:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.180556	-97.055556	WGS84	100	Handheld GPS
Station_45_Date_13APR2004:17:35:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_13APR2004:17:35:00.000	Bag Seine	0.03	hectares	120 seconds	2004-04-13 17:35:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.2	28.180556	-97.0575	WGS84	100	Handheld GPS
Station_45_Date_20SEP2006:16:36:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_20SEP2006:16:36:00.000	Bag Seine	0.03	hectares	120 seconds	2006-09-20 16:36:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.180556	-97.058056	WGS84	100	Handheld GPS
Station_45_Date_17OCT2006:15:54:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_17OCT2006:15:54:00.000	Bag Seine	0.03	hectares	120 seconds	2006-10-17 15:54:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.5	28.180833	-97.057778	WGS84	100	Handheld GPS
Station_45_Date_17MAR2005:12:34:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_17MAR2005:12:34:00.000	Bag Seine	0.03	hectares	120 seconds	2005-03-17 12:34:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.1	28.181111	-97.056111	WGS84	100	Handheld GPS
Station_45_Date_17AUG1999:08:12:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_17AUG1999:08:12:00.000	Bag Seine	0.03	hectares	120 seconds	1999-08-17 08:12:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.3	28.181667	-97.053056	WGS84	100	Handheld GPS
Station_45_Date_23JUN1998:08:40:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_23JUN1998:08:40:00.000	Bag Seine	0.03	hectares	120 seconds	1998-06-23 08:40:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.181944	-97.054167	WGS84	100	Handheld GPS
Station_45_Date_17JUL2006:07:57:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_17JUL2006:07:57:00.000	Bag Seine	0.03	hectares	120 seconds	2006-07-17 07:57:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.4	28.182222	-97.050833	WGS84	100	Handheld GPS
Station_45_Date_04APR2001:12:44:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_45_Date_04APR2001:12:44:00.000	Bag Seine	0.03	hectares	180 seconds	2001-04-04 12:44:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.182222	-97.053333	WGS84	100	Handheld GPS
Station_47_Date_20AUG1985:09:59:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_20AUG1985:09:59:00.000	Bag Seine	0.03	hectares	120 seconds	1985-08-20 09:59:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.7	28.168056	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_28MAY1991:16:40:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_28MAY1991:16:40:00.000	Bag Seine	0.03	hectares	120 seconds	1991-05-28 16:40:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.7	28.170833	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_26NOV1984:10:59:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_26NOV1984:10:59:00.000	Bag Seine	0.03	hectares	60 seconds	1984-11-26 10:59:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.6	28.173611	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_10JAN1986:14:19:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_10JAN1986:14:19:00.000	Bag Seine	0.03	hectares	60 seconds	1986-01-10 14:19:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.173611	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_23APR1996:14:46:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_23APR1996:14:46:00.000	Bag Seine	0.03	hectares	60 seconds	1996-04-23 14:46:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.173611	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_03DEC1997:13:26:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_03DEC1997:13:26:00.000	Bag Seine	0.03	hectares	120 seconds	1997-12-03 13:26:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.4	28.173611	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_04NOV2004:15:05:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_04NOV2004:15:05:00.000	Bag Seine	0.03	hectares	120 seconds	2004-11-04 15:05:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.5	28.173889	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_22SEP2008:18:14:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_22SEP2008:18:14:00.000	Bag Seine	0.03	hectares	120 seconds	2008-09-22 18:14:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.6	0.6	28.174444	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_08NOV1978:11:10:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_08NOV1978:11:10:00.000	Bag Seine	0.05	hectares	0 seconds	1978-11-08 11:10:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_08JUL1980:09:15:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_08JUL1980:09:15:00.000	Bag Seine	0.05	hectares	0 seconds	1980-07-08 09:15:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_11AUG1981:14:34:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_11AUG1981:14:34:00.000	Bag Seine	0.04	hectares	0 seconds	1981-08-11 14:34:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_16OCT1981:09:03:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_16OCT1981:09:03:00.000	Bag Seine	0.05	hectares	0 seconds	1981-10-16 09:03:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.6	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_10SEP1981:09:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_10SEP1981:09:00:00.000	Bag Seine	0.05	hectares	0 seconds	1981-09-10 09:00:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.6	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_07DEC1982:12:01:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_07DEC1982:12:01:00.000	Bag Seine	0.05	hectares	0 seconds	1982-12-07 12:01:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.5	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_26JUL1982:10:20:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_26JUL1982:10:20:00.000	Bag Seine	0.04	hectares	0 seconds	1982-07-26 10:20:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_07JUN1982:18:36:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_07JUN1982:18:36:00.000	Bag Seine	0.05	hectares	0 seconds	1982-06-07 18:36:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.5	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_04MAY1982:11:52:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_04MAY1982:11:52:00.000	Bag Seine	0.05	hectares	0 seconds	1982-05-04 11:52:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_21DEC1983:14:34:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_21DEC1983:14:34:00.000	Bag Seine	0.05	hectares	180 seconds	1983-12-21 14:34:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_04JAN1984:09:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_04JAN1984:09:45:00.000	Bag Seine	0.04	hectares	240 seconds	1984-01-04 09:45:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_26MAR1984:11:56:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_26MAR1984:11:56:00.000	Bag Seine	0.05	hectares	120 seconds	1984-03-26 11:56:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.175	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_06MAY1985:18:22:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_06MAY1985:18:22:00.000	Bag Seine	0.03	hectares	60 seconds	1985-05-06 18:22:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.5	28.175	-97.019444	WGS84	100	Handheld GPS
Station_47_Date_23JUN2001:10:49:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_23JUN2001:10:49:00.000	Bag Seine	0.03	hectares	120 seconds	2001-06-23 10:49:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.177222	-97.018611	WGS84	100	Handheld GPS
Station_47_Date_05AUG2004:11:23:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_05AUG2004:11:23:00.000	Bag Seine	0.03	hectares	120 seconds	2004-08-05 11:23:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.177222	-97.018611	WGS84	100	Handheld GPS
Station_47_Date_17AUG1998:13:38:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_17AUG1998:13:38:00.000	Bag Seine	0.03	hectares	180 seconds	1998-08-17 13:38:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.177778	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_26OCT1999:17:02:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_26OCT1999:17:02:00.000	Bag Seine	0.03	hectares	120 seconds	1999-10-26 17:02:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.5	28.178333	-97.016944	WGS84	100	Handheld GPS
Station_47_Date_21NOV1989:13:41:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_21NOV1989:13:41:00.000	Bag Seine	0.03	hectares	120 seconds	1989-11-21 13:41:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.5	28.179167	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_02JUL1991:09:11:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_02JUL1991:09:11:00.000	Bag Seine	0.03	hectares	120 seconds	1991-07-02 09:11:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.180556	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_24JUN2008:13:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_24JUN2008:13:32:00.000	Bag Seine	0.03	hectares	120 seconds	2008-06-24 13:32:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.6	28.181389	-97.017222	WGS84	100	Handheld GPS
Station_47_Date_26MAY1993:17:29:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_26MAY1993:17:29:00.000	Bag Seine	0.03	hectares	120 seconds	1993-05-26 17:29:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.6	28.181944	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_05APR2000:12:10:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_05APR2000:12:10:00.000	Bag Seine	0.03	hectares	120 seconds	2000-04-05 12:10:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.182778	-97.017778	WGS84	100	Handheld GPS
Station_47_Date_17FEB1999:10:57:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_17FEB1999:10:57:00.000	Bag Seine	0.03	hectares	180 seconds	1999-02-17 10:57:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.183056	-97.017778	WGS84	100	Handheld GPS
Station_47_Date_08JUL2004:14:09:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_08JUL2004:14:09:00.000	Bag Seine	0.03	hectares	120 seconds	2004-07-08 14:09:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.183056	-97.017778	WGS84	100	Handheld GPS
Station_47_Date_18JUL2003:12:17:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_18JUL2003:12:17:00.000	Bag Seine	0.03	hectares	120 seconds	2003-07-18 12:17:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.183056	-97.018056	WGS84	100	Handheld GPS
Station_47_Date_21JUL2008:11:09:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_47_Date_21JUL2008:11:09:00.000	Bag Seine	0.03	hectares	120 seconds	2008-07-21 11:09:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.183056	-97.018056	WGS84	100	Handheld GPS
Station_64_Date_06FEB1986:10:48:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_64_Date_06FEB1986:10:48:00.000	Bag Seine	0.03	hectares	60 seconds	1986-02-06 10:48:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.15	-97.120833	WGS84	100	Handheld GPS
Station_64_Date_19MAY1986:18:39:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_64_Date_19MAY1986:18:39:00.000	Bag Seine	0.03	hectares	60 seconds	1986-05-19 18:39:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.15	-97.120833	WGS84	100	Handheld GPS
Station_64_Date_13JUN1996:09:35:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_64_Date_13JUN1996:09:35:00.000	Bag Seine	0.03	hectares	120 seconds	1996-06-13 09:35:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.15	-97.120833	WGS84	100	Handheld GPS
Station_64_Date_26JUN1985:09:38:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_64_Date_26JUN1985:09:38:00.000	Bag Seine	0.03	hectares	120 seconds	1985-06-26 09:38:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.15	-97.122222	WGS84	100	Handheld GPS
Station_64_Date_08DEC1987:10:22:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_64_Date_08DEC1987:10:22:00.000	Bag Seine	0.03	hectares	120 seconds	1987-12-08 10:22:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.15	-97.122222	WGS84	100	Handheld GPS
Station_64_Date_24APR1990:12:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_64_Date_24APR1990:12:00:00.000	Bag Seine	0.03	hectares	120 seconds	1990-04-24 12:00:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.7	28.15	-97.122222	WGS84	100	Handheld GPS
Station_64_Date_25SEP1991:15:02:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_64_Date_25SEP1991:15:02:00.000	Bag Seine	0.03	hectares	120 seconds	1991-09-25 15:02:00	Copano Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.15	-97.122222	WGS84	100	Handheld GPS
